id,description,games,name,character_gender,obfuscated_description
4975,"Ryu Hayabusa is the protagonist in the Ninja Gaiden series developed by Team Ninja and published by Tecmo. He also appears in almost every mainline games of the Dead or Alive series. 
 
As a ninja, Ryu ruthlessly kills his enemies without mercy, executing them in a very cold, technical and calculative fashion. His rigorous upbringing in tandem with the many hardships and tragedies he has suffered, has forced Ryu to harden his emotions and disciplined his skills to perfection. He is undaunted by the lives he must take in order to protect the balance within the world, knowing that the balance of the world is more important. 
 
Ryu knows life following the ninja path can be both cruel and short, especially for one of the Dragon Lineage. He has already felt first hand the brutality of this life; watching Kureha, his best friend murdered right in front of his own eyes, his clan massacred and he himself killed as he tries to save his village. Ryu endures these hardships with his unstoppable will, an indomitable spirit shown in his exploits as he overcomes every challenge and obstacle, surviving even the trauma of death to return and exact his vengeance. 
 
Though Ryu cares little for his enemies' well being, he still respects them on a warrior basis, even having mutual respect with some adversaries such as Genshin. Outside of battle, Ryu is modest and refined, he is popular among the local residents in his village. Not only as a strong role model for ninja in training, but he is heralded for being kind and gentle, as he cares for the safety of every resident in his home. This is due to the fact that each Hayabusa clansman from Jonin to cadet is cherished as family.","[1388, 1389, 103269]",Ryu Hyabusa,0,"<the character> is the protagonist in <The game> developed by <an organization> and published by <an organization>. <he/she/they> also appears in almost every mainline games of <The game>.

As a ninja, <the character> ruthlessly kills <his/her/their> enemies without mercy, executing them in a very cold, technical and calculative fashion. <his/her/their> rigorous upbringing in tandem with the many hardships and tragedies <he/she/they> has suffered, has forced <the character> to harden <his/her/their> emotions and disciplined <his/her/their> skills to perfection. <he/she/they> is undaunted by the lives <he/she/they> must take in order to protect the balance within <a location>, knowing that the balance of <a location> is more important.

<the character> knows life following the ninja path can be both cruel and short, especially for one of <a lineage>. <he/she/they> has already felt first hand the brutality of this life; watching <a person>, <his/her/their> best friend murdered right in front of <his/her/their> own eyes, <his/her/their> clan massacred and <himself/herself/themselves> killed as <he/she/they> tries to save <his/her/their> village. <the character> endures these hardships with <his/her/their> unstoppable will, an indomitable spirit shown in <his/her/their> exploits as <he/she/they> overcomes every challenge and obstacle, surviving even the trauma of death to return and exact <his/her/their> vengeance.

Though <the character> cares little for <his/her/their> enemies' well being, <he/she/they> still respects them on a warrior basis, even having mutual respect with some adversaries such as <a person>. Outside of battle, <the character> is modest and refined, <he/she/they> is popular among the local residents in <his/her/their> village. Not only as a strong role model for ninja in training, but <he/she/they> is heralded for being kind and gentle, as <he/she/they> cares for the safety of every resident in <his/her/their> home. This is due to the fact that each <an organization> clansman from <a rank> to <a rank> is cherished as family."
5499,"Mayuri Shiina (椎名 まゆり), is Rintaro Okabe's childhood friend and companion. She works part-time at a maid cafe called May Queen Nyan-nyan as a costume maid and occasionally makes cosplay outfits. She is also the second member of Rintaro's Future Gadget Laboratory. She is usually the one who financially supports Rintaro's ""research"" when food is needed. Although she possesses an extremely childish and naïve attitude for her age, she's also very attentive to details, often noticing things about people that others would miss.","[7194, 56057]",Mayuri Shiina,1,"<the character> is <the character>'s childhood friend and companion. <she> works part-time at a maid cafe called <a location> as a costume maid and occasionally makes cosplay outfits. <she> is also the second member of <the character>'s <an organization>. <she> is usually the one who financially supports <the character>'s ""research"" when food is needed. Although <she> possesses an extremely childish and naïve attitude for <her> age, <she>'s also very attentive to details, often noticing things about people that others would miss."
10984,"Exobiologist. Part of the Europa ground team in 'The Turing Test'. 
 
Birthplace: Damascus, Syria 
 
Nationality: Joint British & Syrian 
 
DOB: 2210 March 15th 
 
Sarah Brook's parents are both scientists. In her teenage years she was sent to an English public boarding school. 
 
Brook is one of the most eminent exobiologists of the 23rd century. For her formative work on the Mars Discovery Project, she was specially requested to be part of the Europa ground team. 
 
Though only 28 years old, Sarah has touched the surface of two planetoids and spent more time on alient soil than any other member of mankind (except the Mars team).",,Dr. Sarah Brook,1,"Exobiologist. Part of the <a location> ground team in <The game>.

Birthplace: <a location>

Nationality: Joint British & Syrian

DOB: 2210 March 15th

<the character>'s parents are both scientists. In <her> teenage years <she> was sent to an English public boarding school.

<the character> is one of the most eminent exobiologists of the 23rd century. For <her> formative work on the <an artifact> Project, <she> was specially requested to be part of the <a location> ground team.

Though only 28 years old, <the character> has touched the surface of two planetoids and spent more time on alien soil than any other member of mankind (except the <an organization> team)."
2994,"Kasumi (means ""haze"" or ""mist"") Nakano (means ""in the field"") is a 19 year old human female that appears in the Fallout 4's add-on Far Harbor. You'll find her on the Island in 2287. She is curious, naive and gets easily bored. Kasumi and her grandfather had a large mechanical knowledge and started to restore pre-War appliances around her house together. After restoring a radio, she contacts DiMa, where she is led to believe that she is actually a synth. Odd dreams and her abilities also reinforces this belief. Later, Kasumi flees Acadia and it's her future is based on the player's choice.","[6060, 1388, 1389, 103269]",Kasumi Nakano,1,"<the character> is a 19‑year‑old human female that appears in <The game>. You'll find <her> on <a location> in 2287. <she> is curious, naive and gets easily bored. <the character> and <her> grandfather had a large mechanical knowledge and started to restore pre‑War appliances around <her> house together. After restoring a radio, <she> contacts <an organization>, where <she> is led to believe that <she> is actually a synth. Odd dreams and <her> abilities also reinforce this belief. Later, <the character> flees <a location> and <her> future is based on the player's choice."
5500,"Suzuha Amane (阿万音鈴羽) is a part-time employee for Yugo Tennoji, the landlord of Rintaro's flat and is on a search for her father in Akihabara. She enjoys riding her bicycle and appears to be at odds with Kurisu. She is the eight and last member of the Future Gadget Laboratory.","[7194, 56057]",Suzuha Amane,1,<the character> is a part-time employee for the landlord of <a location> and is on a search for <her> father in <a location>. <She> enjoys riding <her> bicycle and appears to be at odds with <someone>. <She> is the eighth and last member of <an organization>.
991,"Lara Croft is a fictional character and the protagonist of the Square Enix (previously Eidos Interactive) video game franchise Tomb Raider. She is presented as a beautiful, intelligent, and athletic English archaeologist-adventurer who ventures into ancient, hazardous tombs and ruins around the world. Created by a team at UK developer Core Design that included Toby Gard, the character first appeared in the 1996 video game Tomb Raider. She has also appeared in video game sequels, printed adaptations, a series of animated short films, feature films (portrayed by Angelina Jolie), and merchandise related to the series. Official promotion of the character includes a brand of apparel and accessories, action figures, and model portrayals. Croft has also been licensed for third-party promotion, including television and print advertisements, music-related appearances, and as a spokesmodel.

Core Design handled initial development of the character and the series. Inspired by Neneh Cherry and comic book character Tank Girl, Gard designed Lara Croft to counter stereotypical female characters. The company modified the character for subsequent titles, which included graphical improvements and gameplay additions. American developer Crystal Dynamics took over the series after the 2003 sequel Tomb Raider: The Angel of Darkness was received poorly. The new developer rebooted the character along with the video game series. The company altered her physical proportions, and gave her additional ways of interacting with game environments. Croft has been voiced by six actresses in the video game series: Shelley Blond (1996), Judith Gibbins (1997–98), Jonell Elliott (1999–2003), Keeley Hawes (2006–14), Camilla Luddington (2013–present) and Abigail Stahlschmidt (2015).

Critics consider Lara Croft a significant game character in popular culture. She holds six Guinness World Records, has a strong fan following, and is among the first video game characters to be successfully adapted to film.[3] Lara Croft is also considered a sex symbol, one of the earliest in the industry to achieve widespread attention. The character's influence in the industry has been a point of contention among critics; viewpoints range from a positive agent of change in video games to a negative role model for young girls.","[1164, 15384, 769, 37777, 1161]",Lara Croft,1,"<the character> is a fictional protagonist of <an organization>’s video game franchise <The game>. <she> is presented as a beautiful, intelligent, and athletic English archaeologist‑adventurer who ventures into ancient, hazardous tombs and ruins around the world. Created by a team at <an organization> that included <a person>, the character first appeared in the 1996 video game <The game>. <she> has also appeared in video game sequels, printed adaptations, a series of animated short films, feature films (portrayed by <a person>), and merchandise related to the series. Official promotion of the character includes a brand of apparel and accessories, action figures, and model portrayals. <the character> has also been licensed for third‑party promotion, including television and print advertisements, music‑related appearances, and as a spokesmodel.

<an organization> handled initial development of the character and the series. Inspired by Neneh Cherry and comic book character Tank Girl, <a person> designed <the character> to counter stereotypical female characters. The company modified the character for subsequent titles, which included graphical improvements and gameplay additions. <an organization> took over the series after the 2003 sequel <The game>: <a past event> was received poorly. The new developer rebooted the character along with the video game series. The company altered <her> physical proportions, and gave <her> additional ways of interacting with game environments. <the character> has been voiced by six actresses in the video game series: <a person> (1996), <a person> (1997–98), <a person> (1999–2003), <a person> (2006–14), <a person> (2013–present) and <a person> (2015).

Critics consider <the character> a significant game character in popular culture. <she> holds six Guinness World Records, has a strong fan following, and is among the first video game characters to be successfully adapted to film. <the character> is also considered a sex symbol, one of the earliest in the industry to achieve widespread attention. The character's influence in the industry has been a point of contention among critics; viewpoints range from a positive agent of change in video games to a negative role model for young girls."
10236,"Funtime Freddy is a major antagonist who first appeared in Five Nights at Freddy's: Sister Location as the titular, secondary antagonist. He is a circus-themed version of Freddy Fazbear. He is also one of the entertainers from the Funtime Auditorium, which is located from the east of Circus Baby's Entertainment and Rental (although he isn't seen in the said auditorium).",[115304],Funtime Freddy,0,"<the character> is a major antagonist who first appeared in <The game> as the titular, secondary antagonist. <he/she/they> is a circus‑themed version of <the character>. <he/she/they> is also one of the entertainers from <a location>, which is located from the east of <a location> (although <he/she/they> isn't seen in the said auditorium)."
5501,"Luka Urushibara (漆原るか) is a close friend of Mayuri Shiina and so-called protégé of Rintaro Okabe. While feminine in appearance and personality, Luka is a male. Mayuri is his classmate, who often attempts to coerce him into cosplaying (without much success).","[7194, 56057]",Luka Urushibara,0,"<the character> is a close friend of <a character> and so-called protégé of <a character>. While feminine in appearance and personality, <the character> is a <man>. <a character> is <his> classmate, who often attempts to coerce <the character> into cosplaying (without much success)."
5238,"Nathan Drake, born Nathan Morgan, had a tumultuous childhood. Orphaned at a young age, he and his older brother Sam were raised in a Catholic orphanage. The brothers shared a passion for history and treasure hunting, inspired by stories from their mother, a historian. Believing they are descended from the famous English explorer Sir Francis Drake, Nathan adopts the Drake surname.

Nathan's adult life is marked by a series of high-stakes adventures around the world, searching for legendary artefacts and lost cities. His escapades are often accompanied by his mentor and friend Victor ""Sully"" Sullivan, journalist Elena Fisher, and his brother Sam. Nathan's adventures take him from the jungles of South America to the deserts of the Arabian Peninsula and the Himalayas' peaks.","[431, 565, 512]",Nathan Drake,0,"<the character>, born <the character>, had a tumultuous childhood. Orphaned at a young age, <he/she/they> and <his/her/their> older brother were raised in a Catholic orphanage. The siblings shared a passion for history and treasure hunting, inspired by stories from <their> mother, a historian. Believing they are descended from a famous explorer, <the character> adopts the new surname.

<the character>'s adult life is marked by a series of high‑stakes adventures around the world, searching for <an artifact> and lost cities. <his/her/their> escapades are often accompanied by <a companion>, <another companion>, and <a companion>. <the character>'s adventures take <him/her/them> from the jungles of <a location> to the deserts of <a location> and the peaks of <a location>."
5502,"Faris NyanNyan (フェイリス・ニャンニャン), real name Rumiho Akiha (秋葉 留美穂), is a part-time employee and owner of the maid cafe May Queen Nyan-nyan, the same maid cafe that Mayuri works at, and is the most popular waitress there. She is a second year student in Kanaria Private Academy and is Yukitaka Akiha's daughter.","[7194, 56057]",Faris Nyannyan,1,"<the character> (real name <the character>), is a part-time employee and owner of <an organization>, the same <an organization> that <a character> works at, and is the most popular waitress there. <she> is a second‑year student in <a location> and is <a character>’s daughter."
5503,"Moeka Kiryu (桐生萌郁) is a part-time editor whom Rintaro Okabe encounters in Akiba. She is practically glued to her phone and cannot function without it. Even when face to face, Moeka prefers to communicate by email.","[7194, 56057]",Moeka Kiryu,1,"<the character> is a part-time editor whom <a character> encounters in <a location>. <she> is practically glued to <her> phone and cannot function without it. Even when face to face, <the character> prefers to communicate by email."
5505,"Yugo Tennouji (天王寺 裕吾) is Rintaro Okabe's landlord and the owner of the CRT store. He has a great passion for CRT Television and refuses to upgrade to any other type. This coupled with the fact he owns a CRT store has resulted in Rintaro nicknaming him ""Mr. Braun"" after the inventor of CRTs, German physicist Ferdinand Braun and the common Japanese name for CRTs, ""Braun Tubes"". His daughter Nae is his top priority and he will go to desperate lengths to ensure her safety.","[7194, 56057]",Yugo Tennoji,0,"<the character> is <the character>'s landlord and the owner of the CRT store. <he> has a great passion for CRT Television and refuses to upgrade to any other type. This coupled with the fact <he> owns a CRT store has resulted in <the character> nicknaming <him> ""Mr. Braun"" after the inventor of CRTs, the common Japanese name for CRTs, ""Braun Tubes"". <his> daughter <the character> is <her> top priority and <he> will go to desperate lengths to ensure <her> safety."
